caseid,complete_stat,is_volenteer,dh1gage,sex,marrige_stat,living_stat,province,vol_times,vol_fre,vol_time,is_work,is_workalone,gavin_times,gavin_sum,emp_stat,degree,is_citizens,is_school,is_immigration,happiness
122,Complete,Not a volunteer but a giver,35-44 years,Female,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
123,Complete,Volunteer and giver,25-34 years,Male,Married,Spouse only,Manitoba,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
124,Complete,Volunteer and giver,65 years and over,Male,Widowed,Single/non-single child(ren) only,Ontario,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
125,Complete,Volunteer and giver,25-34 years,Female,Married,Spouse only,Newfoundland and Labrador,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
126,Partial,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,New Brunswick,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
127,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,New Brunswick,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
128,Complete,Neither volunteer nor giver,45-54 years,Male,Married,Spouse only,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
129,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),Nova Scotia,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization only,No,No,"NA"
130,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Alberta,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
131,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Ontario,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
132,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
133,Complete,Not a volunteer but a giver,25-34 years,Male,"Single, never married",Living with one or two parents,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
134,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse only,Newfoundland and Labrador,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
135,Complete,Not a volunteer but a giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
136,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,British Columbia,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
137,Complete,Not a volunteer but a giver,35-44 years,Female,"Single, never married",Living with one or two parents,British Columbia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
138,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Nova Scotia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
139,Complete,Volunteer and giver,45-54 years,Female,Separated,Single/non-single child(ren) only,New Brunswick,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Unemployed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
140,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
141,Complete,Volunteer and giver,55-64 years,Female,Living common-law,Spouse only,Ontario,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Unemployed,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
142,Complete,Not a volunteer but a giver,25-34 years,Female,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
143,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
144,Complete,Neither volunteer nor giver,65 years and over,Female,Widowed,Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
145,Complete,Neither volunteer nor giver,35-44 years,Male,"Single, never married",Alone,New Brunswick,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
146,Complete,Volunteer and giver,35-44 years,Male,"Single, never married",Alone,Quebec,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
147,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by naturalization only,No,Yes,"NA"
148,Complete,Not a volunteer but a giver,65 years and over,Male,Living common-law,Spouse only,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
149,Complete,"Volunteer, not giver",35-44 years,Male,Married,Alone,Ontario,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Other citizenship(s) non-Canadian only,No,Yes,"NA"
150,Complete,Volunteer and giver,55-64 years,Male,Married,Alone,Alberta,"NA",Once or twice (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
151,Complete,Volunteer and giver,15-24 years,Male,"Single, never married",Living with one or two parents,Newfoundland and Labrador,"NA",Daily or almost daily,"NA",Yes,Yes,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,Yes,Valid skip,"NA"
152,Complete,Volunteer and giver,35-44 years,Female,"Single, never married",Alone,Ontario,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
153,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization only,No,Yes,Very satisfied
154,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),New Brunswick,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
155,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
156,Complete,Volunteer and giver,25-34 years,Female,"Single, never married",Single/non-single child(ren) only,Alberta,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
157,Complete,Not a volunteer but a giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
158,Complete,Neither volunteer nor giver,15-24 years,Female,"Single, never married",Living with one or two parents,Nova Scotia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Unemployed,Graduated from High school,Canadian citizen by birth and other citizenship(s),No,Valid skip,"NA"
159,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a month,"NA",Yes,No,"NA","NA",Not in labour force,Post-secondary diploma,Other citizenship(s) non-Canadian only,No,Yes,"NA"
160,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse and single/non-single child(ren),Prince Edward Island,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by naturalization only,No,Yes,Very satisfied
161,Complete,Volunteer and giver,35-44 years,Male,Living common-law,Spouse and single/non-single child(ren),New Brunswick,"NA",Not stated,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
162,Complete,Not a volunteer but a giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
163,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Manitoba,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
164,Complete,"Volunteer, not giver",15-24 years,Male,"Single, never married",Living with one or two parents,Ontario,"NA",Daily or almost daily,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth and other citizenship(s),No,Valid skip,"NA"
165,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse only,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
166,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Prince Edward Island,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
167,Complete,Volunteer and giver,65 years and over,Female,Divorced,Single/non-single child(ren) only,Manitoba,"NA",At least once a month,"NA",Yes,No,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
168,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse only,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
169,Complete,Volunteer and giver,25-34 years,Male,Married,Spouse and single/non-single child(ren),New Brunswick,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
170,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Saskatchewan,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
171,Complete,Volunteer and giver,15-24 years,Female,"Single, never married",Alone,Manitoba,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
172,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Nova Scotia,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,Yes,Valid skip,Very satisfied
173,Complete,Not a volunteer but a giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization only,Yes,Yes,"NA"
174,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,British Columbia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by naturalization only,No,Yes,"NA"
175,Complete,Volunteer and giver,25-34 years,Male,"Single, never married",Alone,British Columbia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
176,Complete,Volunteer and giver,65 years and over,Male,"Single, never married",Alone,Quebec,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
177,Complete,Volunteer and giver,15-24 years,Female,"Single, never married",Living with one or two parents,Nova Scotia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,Yes,Valid skip,"NA"
178,Complete,Not a volunteer but a giver,65 years and over,Male,Divorced,Alone,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
179,Complete,Volunteer and giver,65 years and over,Male,"Single, never married",Alone,Nova Scotia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
180,Complete,Volunteer and giver,45-54 years,Male,"Single, never married",Alone,Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
181,Complete,Not a volunteer but a giver,55-64 years,Female,Separated,Single/non-single child(ren) only,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
182,Complete,Not a volunteer but a giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Nova Scotia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
183,Complete,Volunteer and giver,65 years and over,Female,Widowed,Alone,Ontario,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
184,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization only,No,Yes,"NA"
185,Complete,Volunteer and giver,25-34 years,Female,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
186,Complete,Not a volunteer but a giver,45-54 years,Female,Married,Spouse only,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
